url	md5	Data collection	Data type	Analysis group	Sample	Population	Data reuse policy
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204835/ERR204835_2.fastq.gz	c546e88ce935cc6bba5b47151e7055d4	Geuvadis	sequence	mRNA	NA18517	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204845/ERR204845_2.fastq.gz	cebe6aa3e1ad563ecf8478511b97ee23	Geuvadis	sequence	mRNA	NA19152	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204877/ERR204877_2.fastq.gz	d1065691067b37bc093568362e392d15	Geuvadis	sequence	mRNA	NA18910	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205019/ERR205019_1.fastq.gz	4a5e65db398ebdc27e93a0de32d2df49	Geuvadis	sequence	mRNA	NA18502	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204970/ERR204970_1.fastq.gz	6d347d77a8798fc422881907c05ec6e4	Geuvadis	sequence	mRNA	NA19222	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204963/ERR204963_1.fastq.gz	b66f2ff4ec5adc87c942c531fdd98e6b	Geuvadis	sequence	mRNA	NA18868	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204981/ERR204981_2.fastq.gz	2041e4937eade3fa13c68de684524621	Geuvadis	sequence	mRNA	NA19160	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204904/ERR204904_2.fastq.gz	eeb97833b2b8d1052d5d9268eb50d208	Geuvadis	sequence	mRNA	NA19189	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204851/ERR204851_2.fastq.gz	2c5df6f0d5b3a9b593a449c81615f37b	Geuvadis	sequence	mRNA	NA18912	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204888/ERR204888_2.fastq.gz	98d07a7ee184f4c27323522d369902c2	Geuvadis	sequence	mRNA	NA18934	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204985/ERR204985_1.fastq.gz	3e42aee3bc192b0139cda0e8144b0bfe	Geuvadis	sequence	mRNA	NA19144	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204930/ERR204930_2.fastq.gz	381fcccad8e99ec4457f692915e660d3	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204942/ERR204942_2.fastq.gz	3aba81a7570460fc01c7d3849c6de476	Geuvadis	sequence	mRNA	NA18908	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204996/ERR204996_2.fastq.gz	a3c946d40a9914fb8a6356c8e04e087c	Geuvadis	sequence	mRNA	NA18511	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204938/ERR204938_2.fastq.gz	27b4b8f62089832cb05aea6d7d1f0e0e	Geuvadis	sequence	mRNA	NA19257	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204925/ERR204925_2.fastq.gz	5a3c89659758044654ff346a2be909d0	Geuvadis	sequence	mRNA	NA18498	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205007/ERR205007_2.fastq.gz	ec1667dc77d5d5027a5bc9f983eed2b2	Geuvadis	sequence	mRNA	NA19146	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204933/ERR204933_2.fastq.gz	3d603ecd89dcbffb3854fb3750eda77c	Geuvadis	sequence	mRNA	NA19256	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204821/ERR204821_1.fastq.gz	b2e824822e2a82fe753c903bf1ba8b05	Geuvadis	sequence	mRNA	NA19159	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205013/ERR205013_2.fastq.gz	2b28db6aed3af32bc2880cbe96ffa5f8	Geuvadis	sequence	mRNA	NA18858	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204892/ERR204892_2.fastq.gz	9fbe0afaf1da841a553896064045e9fc	Geuvadis	sequence	mRNA	NA19121	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205017/ERR205017_1.fastq.gz	4adbfe7e628738243757df10389502f7	Geuvadis	sequence	mRNA	NA18870	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204971/ERR204971_1.fastq.gz	2e921f1a6b42ab5492bb4f0d45448107	Geuvadis	sequence	mRNA	NA19185	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204903/ERR204903_2.fastq.gz	55034e55b0e70f7b116a9cc7998a12d5	Geuvadis	sequence	mRNA	NA18916	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205018/ERR205018_1.fastq.gz	59a3fc3b89da7c573e9d236e901bb60d	Geuvadis	sequence	mRNA	NA19113	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204896/ERR204896_2.fastq.gz	2e684534e0db1bd14276ab8983495dc3	Geuvadis	sequence	mRNA	NA18909	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204917/ERR204917_1.fastq.gz	9b5caf139be27889105b241de2a4f627	Geuvadis	sequence	mRNA	NA19141	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204878/ERR204878_2.fastq.gz	d2761acb7570a7b66162f9757b23e51e	Geuvadis	sequence	mRNA	NA19108	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204949/ERR204949_2.fastq.gz	44e593ea055691ac61a9ff2c962c2f97	Geuvadis	sequence	mRNA	NA18489	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204847/ERR204847_2.fastq.gz	fe6f3dc38757ec9e7aeb5e0b34651f0d	Geuvadis	sequence	mRNA	NA19118	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204923/ERR204923_2.fastq.gz	8d9c43bdf16ebf68457d9300898af70b	Geuvadis	sequence	mRNA	NA19214	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204820/ERR204820_2.fastq.gz	125cab42bcefb7f1218f65c078e750a9	Geuvadis	sequence	mRNA	NA19223	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188182/ERR188182_1.fastq.gz	1c191583f744748f97e19093d24c1f89	Geuvadis	sequence	mRNA	NA18912	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188207/ERR188207_2.fastq.gz	ce4ab98f094f2cd4d24d9c84cd8ee425	Geuvadis	sequence	mRNA	NA19222	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188165/ERR188165_2.fastq.gz	ac2a15f445f36adb3ba639dea93e2a41	Geuvadis	sequence	mRNA	NA18510	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188268/ERR188268_1.fastq.gz	9e15525d6682a68a4f94f1518c9105ad	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188096/ERR188096_1.fastq.gz	d7c1a8517d6cf1cb3553349bb3d4932a	Geuvadis	sequence	mRNA	NA18933	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188459/ERR188459_2.fastq.gz	da70b882b76627e627152563e2ea1a87	Geuvadis	sequence	mRNA	NA19143	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188427/ERR188427_2.fastq.gz	f0a3169571fa99ea12fa6182ffa51b3c	Geuvadis	sequence	mRNA	NA19159	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188273/ERR188273_2.fastq.gz	c2d1bacfe80753e925659f83b6eef76f	Geuvadis	sequence	mRNA	NA18505	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188170/ERR188170_1.fastq.gz	df422bd08f1c28147ba39522b7f6ddfb	Geuvadis	sequence	mRNA	NA19131	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188184/ERR188184_1.fastq.gz	c8718ba675807330f36d6901d416b539	Geuvadis	sequence	mRNA	NA19147	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_2.fastq.gz	b96f1592d5d9465b591258795b1d3ae9	Geuvadis	sequence	mRNA	NA18923	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188306/ERR188306_1.fastq.gz	d0eecf625fd998d7921115d4dc651330	Geuvadis	sequence	mRNA	NA19138	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188139/ERR188139_2.fastq.gz	5ff63e60a483632cef582ad16d0de2f0	Geuvadis	sequence	mRNA	NA18917	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188042/ERR188042_1.fastq.gz	bb58f56432dfaaefa6b474c89070d704	Geuvadis	sequence	mRNA	NA19204	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188313/ERR188313_1.fastq.gz	cf6f2688e2a1942605fbfceb265b9999	Geuvadis	sequence	mRNA	NA18873	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188044/ERR188044_1.fastq.gz	75d29217a2477c91bde22d6e71c61df0	Geuvadis	sequence	mRNA	NA18498	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188162/ERR188162_1.fastq.gz	145f3f318ae0e9c13a2fd7975f064283	Geuvadis	sequence	mRNA	NA18508	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188214/ERR188214_2.fastq.gz	9bc1148ac0154b4cb9b910489362f0bf	Geuvadis	sequence	mRNA	NA18486	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188392/ERR188392_2.fastq.gz	e4300cdce08f80494c0b5fda953f1a64	Geuvadis	sequence	mRNA	NA19210	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188476/ERR188476_1.fastq.gz	80fe7d207e98480c777f860131eaf214	Geuvadis	sequence	mRNA	NA19093	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188463/ERR188463_2.fastq.gz	fbd4346ba8945654874192ffc17d7375	Geuvadis	sequence	mRNA	NA19247	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188128/ERR188128_1.fastq.gz	0b7bcf16ea6d2d00c79ed13dc921401f	Geuvadis	sequence	mRNA	NA19092	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188269/ERR188269_1.fastq.gz	bb93c64dc0aa372aac39c58d796c3290	Geuvadis	sequence	mRNA	NA18916	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188234/ERR188234_1.fastq.gz	985882e1f9435668914bebd4669f47a1	Geuvadis	sequence	mRNA	NA19116	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188151/ERR188151_2.fastq.gz	248bbd62fcded8a2c9c648203a3bcae2	Geuvadis	sequence	mRNA	NA18489	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188243/ERR188243_2.fastq.gz	670be06b7fd98d42fc8c083c3a014c73	Geuvadis	sequence	mRNA	NA19098	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188364/ERR188364_2.fastq.gz	e75beb38933b6f2fed3f229f0e4d2dc1	Geuvadis	sequence	mRNA	NA19248	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204913/ERR204913_2.fastq.gz	95127e801c533f506542bffc87458514	Geuvadis	sequence	mRNA	NA19143	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204940/ERR204940_2.fastq.gz	9ee3af0668069f00fafa7f8abf7dbcec	Geuvadis	sequence	mRNA	NA18861	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204837/ERR204837_1.fastq.gz	c776a658bd2971cf490c0dac253b2a96	Geuvadis	sequence	mRNA	NA19138	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204959/ERR204959_2.fastq.gz	eb4a6404c9d4d4055f8c4c8ebe65e104	Geuvadis	sequence	mRNA	NA19206	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204861/ERR204861_1.fastq.gz	05f10e83fbc38d84101889c31b5d767a	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204922/ERR204922_2.fastq.gz	4cc94d0b1e86c3a8385785f60ac48cab	Geuvadis	sequence	mRNA	NA19131	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204868/ERR204868_2.fastq.gz	ee81db48a03faa1be780eb76a77a443f	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204989/ERR204989_1.fastq.gz	99efad25aa9191f46e61e35a63b47697	Geuvadis	sequence	mRNA	NA19150	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204889/ERR204889_1.fastq.gz	34c682873a4e25c393dbe43f5aa346fa	Geuvadis	sequence	mRNA	NA18923	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204994/ERR204994_1.fastq.gz	38516b7a17efeb3d9f713072b2c558c6	Geuvadis	sequence	mRNA	NA19119	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204913/ERR204913_1.fastq.gz	4e6de0633aba87e82c7c377745f626c3	Geuvadis	sequence	mRNA	NA19143	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205019/ERR205019_2.fastq.gz	1f5316e4eda2496ed43dcd957ccc47de	Geuvadis	sequence	mRNA	NA18502	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204959/ERR204959_1.fastq.gz	5970abf775db7bd3395b84b229a732c4	Geuvadis	sequence	mRNA	NA19206	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204981/ERR204981_1.fastq.gz	c94994ed7a339748ec8c1071df69d061	Geuvadis	sequence	mRNA	NA19160	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204904/ERR204904_1.fastq.gz	120f53822e42b87903cd29df0af0165a	Geuvadis	sequence	mRNA	NA19189	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204851/ERR204851_1.fastq.gz	271339f7472f5db050b51a5ac554acb2	Geuvadis	sequence	mRNA	NA18912	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204989/ERR204989_2.fastq.gz	9685d5e83e36de085464c4495f01d37a	Geuvadis	sequence	mRNA	NA19150	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205020/ERR205020_1.fastq.gz	c6dc142e82512954bb8cd5eb286167eb	Geuvadis	sequence	mRNA	NA19198	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205020/ERR205020_2.fastq.gz	852523d26666b1a03d52d425916d2f64	Geuvadis	sequence	mRNA	NA19198	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204985/ERR204985_2.fastq.gz	a5116d3725e9ad6f2d798c6cf1a36a0f	Geuvadis	sequence	mRNA	NA19144	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
