url	md5	Data collection	Data type	Analysis group	Sample	Population	Data reuse policy
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204930/ERR204930_1.fastq.gz	7e3349d60583ac569ad2fa9e703079da	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204961/ERR204961_2.fastq.gz	5dd0b714588ad60cec79dc050f998117	Geuvadis	sequence	mRNA	NA18488	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204948/ERR204948_1.fastq.gz	d293f3a1c37b707be14d4611aba99672	Geuvadis	sequence	mRNA	NA19172	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204996/ERR204996_1.fastq.gz	dd6d29ac417f2aacbe81bb88652bc475	Geuvadis	sequence	mRNA	NA18511	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204948/ERR204948_2.fastq.gz	2178bf8441292cfede4ec0138886bbc6	Geuvadis	sequence	mRNA	NA19172	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204829/ERR204829_1.fastq.gz	a94aa6b680886d8158b18f57646bce40	Geuvadis	sequence	mRNA	NA19207	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204916/ERR204916_2.fastq.gz	46e2b63a2a5a2ee6e0eb6353723c74ff	Geuvadis	sequence	mRNA	NA19225	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204829/ERR204829_2.fastq.gz	369a453ce0f4dac639e731c1e417005c	Geuvadis	sequence	mRNA	NA19207	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204916/ERR204916_1.fastq.gz	ef21667e5eb4c8e73f1b20fea44ae09c	Geuvadis	sequence	mRNA	NA19225	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204866/ERR204866_2.fastq.gz	2587b75e79d9e6724e055a941559f0b1	Geuvadis	sequence	mRNA	NA19197	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204925/ERR204925_1.fastq.gz	0b6f77c7fdf0c82f871000fbe7d38ba9	Geuvadis	sequence	mRNA	NA18498	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204866/ERR204866_1.fastq.gz	a472f78777af91a15c4a6e8fef983779	Geuvadis	sequence	mRNA	NA19197	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204988/ERR204988_1.fastq.gz	a328d135ae3564ca304f834dd6ed7d56	Geuvadis	sequence	mRNA	NA19175	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205007/ERR205007_1.fastq.gz	967c4ec84afd195916a2e83ec9df9629	Geuvadis	sequence	mRNA	NA19146	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204933/ERR204933_1.fastq.gz	19772179d5934e84125bd4740b6d52f1	Geuvadis	sequence	mRNA	NA19256	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204988/ERR204988_2.fastq.gz	f30b285904f11b9feaf15308d4635157	Geuvadis	sequence	mRNA	NA19175	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204969/ERR204969_2.fastq.gz	a50faf4a23889f30f1917a00a759906a	Geuvadis	sequence	mRNA	NA19096	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_1.fastq.gz	893c58985eb4573f0c04865364851403	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204891/ERR204891_2.fastq.gz	71914b5466ecea35735e0cea09cb9a03	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204892/ERR204892_1.fastq.gz	b6ac7a7c8b624f4cbaf9fae98f70ffaa	Geuvadis	sequence	mRNA	NA19121	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204912/ERR204912_2.fastq.gz	76d622f26060341b2d28594c1b33bb69	Geuvadis	sequence	mRNA	NA19099	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204912/ERR204912_1.fastq.gz	a473fd556b58976cad973dac0d6a272a	Geuvadis	sequence	mRNA	NA19099	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204952/ERR204952_2.fastq.gz	f17bc6bf3123fdbea7f6fa38e06bf0c2	Geuvadis	sequence	mRNA	NA18505	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204997/ERR204997_1.fastq.gz	3447f98a255378e390bc6896ec6ff99d	Geuvadis	sequence	mRNA	NA19190	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204952/ERR204952_1.fastq.gz	f72b53b037a8de64bb7c6f66c152a797	Geuvadis	sequence	mRNA	NA18505	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204991/ERR204991_2.fastq.gz	7bb46cd100d10fae041d964e4f53284b	Geuvadis	sequence	mRNA	NA18487	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205000/ERR205000_1.fastq.gz	cae6da478f283da7613695cd7ce7bc8a	Geuvadis	sequence	mRNA	NA19114	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205018/ERR205018_2.fastq.gz	dbc2cf38a6177e5202ef61e21d003baf	Geuvadis	sequence	mRNA	NA19113	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204980/ERR204980_1.fastq.gz	0b318b01995964ad6a31d63194a531ea	Geuvadis	sequence	mRNA	NA19116	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205021/ERR205021_1.fastq.gz	1fb8dc8c1295e149947d1545f5a786c2	Geuvadis	sequence	mRNA	NA19210	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204896/ERR204896_1.fastq.gz	54e0a9c959bc32a67006c9116b3fc6cb	Geuvadis	sequence	mRNA	NA18909	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204842/ERR204842_2.fastq.gz	26afd96bcc0c115b91e23fe2ab1da7e9	Geuvadis	sequence	mRNA	NA18873	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR205/ERR205021/ERR205021_2.fastq.gz	967334e179f74b569bcabd90c234bc30	Geuvadis	sequence	mRNA	NA19210	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204878/ERR204878_1.fastq.gz	fc8b6dd483db0d5366ceff34b326cb7e	Geuvadis	sequence	mRNA	NA19108	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204880/ERR204880_2.fastq.gz	6395dd8a33bc0a4ba02d99f19807e3c2	Geuvadis	sequence	mRNA	NA19247	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204825/ERR204825_1.fastq.gz	d44f303c80e76ed5af672621669cf727	Geuvadis	sequence	mRNA	NA19093	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204825/ERR204825_2.fastq.gz	af321cee745909149f27a9943ac6c32e	Geuvadis	sequence	mRNA	NA19093	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204919/ERR204919_1.fastq.gz	4572cc6270d8b246e79ffbffe74ac084	Geuvadis	sequence	mRNA	NA18907	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204923/ERR204923_1.fastq.gz	4379ccec081b36ee93a7117e325adb41	Geuvadis	sequence	mRNA	NA19214	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR204/ERR204919/ERR204919_2.fastq.gz	0e6e6b97ceb4b7f2cc3820fa416b5583	Geuvadis	sequence	mRNA	NA18907	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188188/ERR188188_1.fastq.gz	e68d98773ea9773ca4fc9357231fb533	Geuvadis	sequence	mRNA	NA19099	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188434/ERR188434_1.fastq.gz	0c7803a7b2e219e276d04901d0686be1	Geuvadis	sequence	mRNA	NA19209	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188207/ERR188207_1.fastq.gz	62559f0a96aee37fe4041996bf10586f	Geuvadis	sequence	mRNA	NA19222	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188434/ERR188434_2.fastq.gz	beada597bda18c63f399dc4a621370a3	Geuvadis	sequence	mRNA	NA19209	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188165/ERR188165_1.fastq.gz	713751be0ea762c10b1a4d502e54b4dc	Geuvadis	sequence	mRNA	NA18510	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188460/ERR188460_1.fastq.gz	97499351767215d95803d866e20ec6a5	Geuvadis	sequence	mRNA	NA19153	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188268/ERR188268_2.fastq.gz	b3376a614969b198e0a2d88f88900f2d	Geuvadis	sequence	mRNA	NA19095	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188460/ERR188460_2.fastq.gz	73969bd85a5dc4ed4104dbe4ebf038e9	Geuvadis	sequence	mRNA	NA19153	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188459/ERR188459_1.fastq.gz	a6dde5c7f02d19ed04625463ee3e6ba9	Geuvadis	sequence	mRNA	NA19143	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188221/ERR188221_1.fastq.gz	74c13efc8af5977f2c0585af24c1e106	Geuvadis	sequence	mRNA	NA19113	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_2.fastq.gz	c0c20472da737e9fa94df7de4de2380c	Geuvadis	sequence	mRNA	NA19256	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_1.fastq.gz	61890a68bdaaec99c3f864c12b839407	Geuvadis	sequence	mRNA	NA19256	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188273/ERR188273_1.fastq.gz	e3a14afe97544c882ca52cb834f7485f	Geuvadis	sequence	mRNA	NA18505	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188184/ERR188184_2.fastq.gz	ecdca34406257ccede42727fec55b947	Geuvadis	sequence	mRNA	NA19147	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_1.fastq.gz	f07f299de263964511203f1a0a1f5432	Geuvadis	sequence	mRNA	NA18923	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188074/ERR188074_1.fastq.gz	00ae79317a3046623b674f83f7f642fb	Geuvadis	sequence	mRNA	NA19257	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188183/ERR188183_1.fastq.gz	18318a95696b6ec8a8d8ce92e36260c4	Geuvadis	sequence	mRNA	NA19185	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188278/ERR188278_1.fastq.gz	c6d0bbaa42927ab27f34ae21783d48ea	Geuvadis	sequence	mRNA	NA18861	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188471/ERR188471_2.fastq.gz	6ccc3efafca7cd595f905b82c297aa34	Geuvadis	sequence	mRNA	NA19130	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188060/ERR188060_2.fastq.gz	b2f05240323cf965502c2d88f5bf1515	Geuvadis	sequence	mRNA	NA18517	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188232/ERR188232_2.fastq.gz	da3d88a26203786e5bd9641ec543dad5	Geuvadis	sequence	mRNA	NA19160	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188097/ERR188097_1.fastq.gz	c38d20682763b0a44d926350deb6386a	Geuvadis	sequence	mRNA	NA18511	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188421/ERR188421_2.fastq.gz	cefa3a31cde586f83a51814d1aff970c	Geuvadis	sequence	mRNA	NA19225	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188093/ERR188093_1.fastq.gz	77609e21d4d007e4352d98cfc26b5366	Geuvadis	sequence	mRNA	NA19150	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188093/ERR188093_2.fastq.gz	8db88980797253628c6f47579af66bbb	Geuvadis	sequence	mRNA	NA19150	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188447/ERR188447_1.fastq.gz	2c2fd0acd14a584c1ae018c2950ca6eb	Geuvadis	sequence	mRNA	NA18934	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188363/ERR188363_1.fastq.gz	e19dec987f413e49a674a99790be93cb	Geuvadis	sequence	mRNA	NA19206	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_1.fastq.gz	89599f8ebcb5274ffd6fd9d16841119b	Geuvadis	sequence	mRNA	NA19144	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188131/ERR188131_2.fastq.gz	5d5733f1cb2d977bc673a6ef418a65f8	Geuvadis	sequence	mRNA	NA19213	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_2.fastq.gz	c68dcdc7ebe2dd5f31f76d979c2dd519	Geuvadis	sequence	mRNA	NA19144	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188104/ERR188104_2.fastq.gz	5ddee1e707a2547a147e194f54130ff2	Geuvadis	sequence	mRNA	NA19146	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188275/ERR188275_1.fastq.gz	e1aa3f4238c1f2734c8ebc67c18baba4	Geuvadis	sequence	mRNA	NA19201	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188104/ERR188104_1.fastq.gz	d214f36e9d832333522d30c327cdfe42	Geuvadis	sequence	mRNA	NA19146	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188103/ERR188103_2.fastq.gz	f02fd69670dd92c744e4f24e1620cdee	Geuvadis	sequence	mRNA	NA19184	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188109/ERR188109_2.fastq.gz	22802e9f535a83017bbd0155f91b567f	Geuvadis	sequence	mRNA	NA19121	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188200/ERR188200_1.fastq.gz	7e6b71bf8577114264bd8b8d02c2fcf5	Geuvadis	sequence	mRNA	NA18519	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188139/ERR188139_1.fastq.gz	17733cd8a8eb8b618e76c370ed6ddf68	Geuvadis	sequence	mRNA	NA18917	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188283/ERR188283_2.fastq.gz	af126912b7c49738ec4da16f4b09e962	Geuvadis	sequence	mRNA	NA18907	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188283/ERR188283_1.fastq.gz	74a24296eba8ec303bbee37dbe8389f4	Geuvadis	sequence	mRNA	NA18907	Yoruba in Ibadan, Nigeria	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/geuvadis/README_geuvadis_datareuse_statement.md
